row_id,meter_reading
169,0.4320224966187119
170,0.46507573534168234
171,0.48106337223785456
172,0.4931785510508344
173,0.5081839491924964
174,0.5314040471773265
175,0.5844649243603226
176,0.639193428339778
177,0.6150873298333648
178,0.5485094756450051
179,0.5350213302828787
180,0.5201799325588417
181,0.5027268175162782
182,0.49829991569683113
183,0.49948074715133084
184,0.513000099531347
185,0.5209465100529852
186,0.5639932201912398
187,0.6320048192274893
188,0.6833920173869924
189,0.7438188069091461
190,0.7109114297024496
191,0.6137951829176047
192,0.5479804071685112
361,0.8633621712553441
362,0.7896071545579987
363,0.7626072523252241
364,0.7398051704959333
365,0.7472888807933447
366,0.7652209645317446
367,0.783889353961269
368,0.7672042387928806
369,0.7056069336274051
370,0.6671213339764641
371,0.6300108842280177
372,0.5953680789247133
373,0.5854527672921568
374,0.5681231290601225
375,0.5712811541011238
376,0.573845676850207
377,0.5823195201113031
378,0.6273747588681519
379,0.6882531931657382
380,0.749832462552415
381,0.8039262970058924
382,0.768335198047528
383,0.7007433469145061
384,0.6703077781704936
553,0.415601944136171
554,0.43178259800260943
555,0.4413497252272701
556,0.4468074258555008
557,0.4608637551449856
558,0.4922834188494495
559,0.5843529546042477
560,0.5445103688438134
561,0.49931336146923117
562,0.4702101289887671
563,0.4512196487130235
564,0.43731582701050953
565,0.43601104936007024
566,0.43779130020741885
567,0.4310279400531294
568,0.42557888749548983
569,0.4395516661819279
570,0.4741255145013082
571,0.5088388129589707
572,0.566534302117405
573,0.6484799626556368
574,0.6141599665004673
575,0.5209332819186928
576,0.5176491771117048
745,0.3419842475630108
746,0.37138296527120596
747,0.3895057368325707
748,0.39886272163138664
749,0.396738937558845
750,0.413932610483674
751,0.45799563960199213
752,0.5404293614004115
753,0.48879002504463553
754,0.4390064394682769
755,0.4256843143034201
756,0.4200127730612629
757,0.417521559779
758,0.4081839193486116
759,0.40314545101084714
760,0.41880602584259036
761,0.4170373816162983
762,0.4342113119062909
763,0.4717810339430885
764,0.4963608418951721
765,0.5289037306628623
766,0.5200715187528454
767,0.45138848522275526
768,0.426245414778222
937,0.5188982543601129
938,0.5332173541366058
939,0.5328391717338468
940,0.5444302319528422
941,0.5572364598802961
942,0.5623538134146042
943,0.5711593699228321
944,0.5957576972629249
945,0.5983278810845334
946,0.58682513644169
947,0.5789396037853973
948,0.5784825646336955
949,0.5785289342227203
950,0.5660277925882096
951,0.5637114751546124
952,0.5769970593764615
953,0.5822130265183493
954,0.5973891387113844
955,0.612357469629427
956,0.636259371258527
957,0.6747607237683163
958,0.6695700109838868
959,0.6349825149281049
960,0.6288748150731074
1129,0.4231144434054186
1130,0.4307589395415837
1131,0.4256262527505367
1132,0.4256215020012317
1133,0.4209030407229403
1134,0.42622669625700826
1135,0.4697561337303325
1136,0.4892297396075545
1137,0.49321726823529016
1138,0.4827650792598671
1139,0.4738071574026716
1140,0.47777215553070934
1141,0.4835572880421772
1142,0.47763415622005917
1143,0.47835968382649535
1144,0.47219958349113966
1145,0.46940241626411433
1146,0.4913200408541561
1147,0.5250751103322391
1148,0.5478571437149866
1149,0.5541025584046281
1150,0.543271959445641
1151,0.5126433666194621
1152,0.4783412497812879
1321,0.5986381163931904
1322,0.5925123523117937
1323,0.6025722346507456
1324,0.603274378329465
1325,0.5996984722590273
1326,0.6197999735773276
1327,0.6805593404424822
1328,0.7586853185306133
1329,0.7241795399856126
1330,0.6795210172433324
1331,0.6622634794550917
1332,0.6484661228979309
1333,0.6341692406975292
1334,0.6241818428449794
1335,0.6254003104751109
1336,0.6413610643886889
1337,0.6522605065411976
1338,0.6913228884067872
1339,0.7536998285150948
1340,0.7948850663502555
1341,0.8025870764229918
1342,0.7662522220580883
1343,0.6808595053005166
1344,0.6165635896203943
1513,0.5932667684566684
1514,0.5671425971616499
1515,0.5738332168011316
1516,0.5561382402580224
1517,0.5412013723862752
1518,0.5660886704535552
1519,0.6017321770041779
1520,0.6014790218061825
1521,0.5919070869370155
1522,0.559676410586226
1523,0.5344181273591462
1524,0.5062474356748938
1525,0.49768436651442577
1526,0.5104777361263956
1527,0.5262258726728741
1528,0.5267372751893775
1529,0.5331668880930902
1530,0.5542523919171398
1531,0.6286486139767077
1532,0.6226499395511199
1533,0.6054492258451353
1534,0.6119382942341621
1535,0.6006399598256369
1536,0.5915061464537537
1705,0.6314634329399231
1706,0.6723854913538169
1707,0.6946780766558464
1708,0.7046654389488954
1709,0.7185588132700785
1710,0.7434580913331733
1711,0.7741190504169676
1712,0.7742540591736017
1713,0.7761958106056699
1714,0.7620051410781657
1715,0.7660443056569928
1716,0.7644371371237698
1717,0.7756295860068046
1718,0.7897642599884211
1719,0.8035210609349355
1720,0.8173576182857627
1721,0.8486059740951902
1722,0.8602510136363787
1723,0.8775581782639161
1724,0.8797259849984308
1725,0.8535771211860667
1726,0.8372324206746523
1727,0.8147186197182333
1728,0.8074339786181222
1897,0.2437213988991227
1898,0.30457423035614317
1899,0.33990350471022046
1900,0.3524789088061726
1901,0.3763703132706405
1902,0.41243387709214774
1903,0.4891175422706746
1904,0.4779465108749631
1905,0.45622329718761834
1906,0.4277605908829117
1907,0.4251107253319421
1908,0.42107301513669726
1909,0.43597548985928425
1910,0.44459892482828667
1911,0.4623959144672507
1912,0.4741562948051885
1913,0.49757305105316535
1914,0.5261898295628775
1915,0.5404235011946821
1916,0.5393030924439178
1917,0.5600917455554061
1918,0.5632610073986558
1919,0.5539105371003838
1920,0.5055414231224891
2089,0.4556238208995682
2090,0.4615835932312961
2091,0.47247470023682053
2092,0.4756965616936328
2093,0.47921629797662896
2094,0.5096877462569345
2095,0.5955412963649419
2096,0.6121018821615779
2097,0.5232711910811673
2098,0.46011967970293943
2099,0.44874058255622906
2100,0.444953012113313
2101,0.44416814281196515
2102,0.4462922682557144
2103,0.46485040189710186
2104,0.47899025334203277
2105,0.4806630007066052
2106,0.5201517409866185
2107,0.5675761670428331
2108,0.6062748605581841
2109,0.6223979649285506
2110,0.6153515227004042
2111,0.5875216190478842
2112,0.5378083132688789
2281,0.5622391980316709
2282,0.589590712608217
2283,0.6101942571824139
2284,0.6203977430093399
2285,0.6333734759651406
2286,0.6619714790584377
2287,0.6907975607897759
2288,0.7429615597998985
2289,0.7103425274731753
2290,0.6610043033084603
2291,0.6330563136657303
2292,0.6106807822721676
2293,0.5917071287521959
2294,0.6080876270130514
2295,0.6110694618395585
2296,0.6355710815613138
2297,0.6560305959335273
2298,0.6928944334321228
2299,0.7197325328244211
2300,0.732291007042049
2301,0.7208125175346918
2302,0.7265380060954914
2303,0.713965898365262
2304,0.7063978764914872
2473,0.4780096929959596
2474,0.48470622973637206
2475,0.48566747416161826
2476,0.49048379518607266
2477,0.4922265236481919
2478,0.5133953789420838
2479,0.5742197627984754
2480,0.5869913415483636
2481,0.5366560432054105
2482,0.48081883666284964
2483,0.47267406102202697
2484,0.47055684834523054
2485,0.46866422947539826
2486,0.47129492134354406
2487,0.47874981422151835
2488,0.4813268823624789
2489,0.49954193794028334
2490,0.5303170074620998
2491,0.5650556811795232
2492,0.5998352625466508
2493,0.637045918968312
2494,0.636827981899895
2495,0.5748132650903935
2496,0.5291604987061377
2665,0.6739512472924245
2666,0.6541187464856699
2667,0.6441908183422346
2668,0.6517691595831374
2669,0.6592055757445033
2670,0.6749762854620808
2671,0.7211700540912943
2672,0.7798774884111954
2673,0.781716284420638
2674,0.7050506976923108
2675,0.6766907939043764
2676,0.6637101537374673
2677,0.6526939199605772
2678,0.6432481644239992
2679,0.6425526774838269
2680,0.6586683143590283
2681,0.6776561205603128
2682,0.7006387450869941
2683,0.7355837421398778
2684,0.7744007563381441
2685,0.7934342493860383
2686,0.7652046427208838
2687,0.7213396017910418
2688,0.6492030579922192
2857,0.48014849740163323
